day_and_date,start_time,end_time,title,program_track,location,speakers_or_contributors,affiliations,keywords_tags,interest_area,registration_category,session_url,description
"Monday, 20 July 2026",9:00am,12:15pm,Graphics4Science 2026: Graphics for Cross-Scale Reliable Scientific Instruments,Technical Workshop,Room 406 AB,Minghao Guo; Mina Konaković Lukovic; Qixing Huang; Yin Yang; Chenfanfu Jiang; Wojciech Matusik; Peter Yichen Chen; Wolfgang Heidrich; Ellen Zhong; Karsten Kreis,"Computer Science and Artificial Intelligence Laboratory (CSAIL), Massachusetts Institute of Technology (MIT); King Abdullah University of Science and Technology (KAUST); Massachusetts Institute of Technology (MIT); NVIDIA; Princeton University; The University of British Columbia; The University of Texas at Austin; University of California Los Angeles; University of Utah",Animation; Artificial Intelligence/Machine Learning; Computer Vision; Digital Twins; Dynamics; Education; Fabrication; Generative AI; Geometry; Image Processing; Math Foundations and Theory; Modeling; Physical AI; Rendering; Scientific Visualization; Simulation; Spatial Computing,New Technologies; Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=twork_109&sess=sess222,"Computer graphics is increasingly central to modern scientific discovery, providing not only visualization but also physically grounded modeling, simulation, inverse problem formulations, and interactive systems for hypothesis generation. Building on the Graphics4Science course at SIGGRAPH 2025, Graphics4Science 2026 adopts a workshop-style format with fewer broadcast talks, deeper technical presentations, and more discussion. The program features four keynotes spanning computational imaging, scientific reconstruction for structural biology, generative modeling for molecular structures, and reduced-order modeling for physical simulation, complemented by two curated lightning-talk sessions highlighting advances from the community.

As graphics-based methods move from retrospective analysis toward guiding experiments and engineering decisions, a shared requirement across these areas is reliability. In this workshop, reliable scientific instruments refers to methods and systems that remain useful under scientific constraints, including limited or noisy measurements, distribution shift across instruments and conditions, and the need to communicate uncertainty.

This notion of reliability includes physical and geometric validity, numerical stability under perturbations, calibrated uncertainty estimates, and clearly stated assumptions and failure modes. It also includes practical concerns such as reproducible pipelines, transparent reporting, and interfaces that allow scientists to interrogate and stress-test results rather than treating models as black boxes.

Against this backdrop, Graphics4Science 2026 aims to move beyond a catalog of applications toward an actionable technical agenda for graphics-enabled science. A unifying theme of the workshop is translation: connecting computational methods to scientific constraints, evaluating progress when ground truth is limited, and packaging techniques into practical tools that domain experts can trust, use, and iterate on."
"Monday, 20 July 2026",9:00am,9:25am,NVIDIA Graphics Developer Tools Roadmap: Agentic AI and Beyond (Second Offering),Industry Session,Room 502B,Aurelio Reis; Jonathan Litt,NVIDIA,Games; Rendering,Gaming & Interactive,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ind_148&sess=sess556,"This presentation offers a focused update on the state of NVIDIA's graphics developer tools and a look at how agentic AI workflows are shaping their future direction. Covering recent advances in Nsight Graphics, Nsight Systems, and Nsight Aftermath, the session highlights key improvements to debugging, profiling, and crash analysis capabilities alongside an exploration of where AI-driven automation is heading next.

Attendees will come away with a grounded understanding of the current tooling landscape and practical insight into the agentic AI features being built for graphics developers. This presentation is paired with two hands-on labs where participants will directly use and explore AI-assisted workflows."
"Monday, 20 July 2026",9:00am,10:05am,Numerical Geometry a la Mode,Technical Paper,Room 408 B,,,Artificial Intelligence/Machine Learning; Geometry; Modeling; Simulation,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null,
"Monday, 20 July 2026",9:00am,5:30pm,Posters: 3D & Geometry,Poster,West Hall Lobby,,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess322,
"Monday, 20 July 2026",9:00am,5:30pm,Posters: Animation & Simulation,Poster,West Hall Lobby,,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess439,
"Monday, 20 July 2026",9:00am,5:30pm,Posters: Art & Design,Poster,West Hall Lobby,,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess433,
"Monday, 20 July 2026",9:00am,5:30pm,Posters: Augmented & Virtual Reality,Poster,West Hall Lobby,,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess440,
"Monday, 20 July 2026",9:00am,5:30pm,Posters: Displays & Optics,Poster,West Hall Lobby,,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess441,
"Monday, 20 July 2026",9:00am,5:30pm,"Posters: Images, Video & Computer Vision",Poster,West Hall Lobby,,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess442,
"Monday, 20 July 2026",9:00am,5:30pm,Posters: Interactive Techniques,Poster,West Hall Lobby,,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess443,
"Monday, 20 July 2026",9:00am,5:30pm,Posters: Rendering,Poster,West Hall Lobby,,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess444,
"Monday, 20 July 2026",9:00am,10:30am,"SIGGRAPH 2026 Opening Session & SIGGRAPH 2026 Keynote: Lanny Smoot, Inventions, Innovations, and Imagination: Lanny Smoot’s Prolific Path",Keynote Speaker,Hall K,Lanny Smoot,Disney Research,,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=keysp_101&sess=sess361,"One of Disney’s most prolific inventors is taking the SIGGRAPH 2026 stage for an exciting presentation that will have attendees reflecting on the power of research, activating emerging technologies, and the value of cross-industry connections to drive technological advancements in one’s career.

Lanny Smoot will share some of the significant inventions and innovations he’s made during his long career in research and development, starting by working backward through his 27 years at Walt Disney Imagineering R&D and to his earlier 20-year career at the nation’s telecommunications giants: Bell Labs, Bellcore, SAIC, and Telcordia.

Along the way, Lanny will invite us into his lab and will describe the career lessons he’s learned — the importance of both research and new ideas and the necessity for collaboration between people with disparate talents. He will describe how he, and many engineers and scientists, are inspired to come into their fields and how young practitioners can find success.

As a long-time contributor to and friend of SIGGRAPH, Lanny will reflect on some of his professional contributions to the conference, including the Emerging Technologies systems he’s dreamed up: “The Electromagnetic Eye”, “Volumetric Display”, “The Interactive Holographic Zoetrope”, and the “Interactive Ping Pong Ball Zoetrope”.

Come for a story of meaningful advancements that revolutionized entertainment and communication, and be inspired by a unique career path built on imagination and taking technology to the next level."
"Monday, 20 July 2026",9:00am,10:30am,State of Rigging Tools in the industry,Birds of a Feather,JW Marriott - Plaza 2-3,Stuart Bryson; Rob Jensen,DreamWorks; Pixar,Animation; Visual Effects,Production & Animation,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_133&sess=sess339,"We invite animators, riggers, and engineers to discuss rigging tools (third party and
proprietary), workflows and technology trends in the industry."
"Monday, 20 July 2026",9:00am,10:00am,Substance by Adobe | The AI Inflection Point: What It Actually Means for the Next Generation of 3D Artists,Educator's Day Session,Room 411,Alwyn Hunt,Adobe,Art; Artificial Intelligence/Machine Learning,New Technologies; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=eduday_102&sess=sess529,"Generative AI hasn't taken the 3D artist out of the picture, but it has changed what the job actually looks like.Generative AI hasn't taken the 3D artist out of the picture, but it has changed what the job actually looks like. The technical steps that used to take years to learn can now be handled or accelerated by AI tools that any student can access today.

So what does that mean for how 3D is taught?

This panel brings together four people working at the intersection of education, production, and industry to have an honest conversation about where things stand. A university professor, an independent creator who has built a massive self-taught online audience, a CG production veteran, and an Adobe industry strategist will dig into one core question: if AI is handling more of the technical execution, what should educators actually be focusing on?

The conversation won't be about which software is best. It's about how different approaches to 3D creation, procedural, generative, real-time, represent genuinely different ways of thinking about the craft, and what that means for students trying to build a career.

If you're a student wondering whether your degree is preparing you for the industry you're actually entering, this panel is for you.

Panellists
Matt Dombrowski — Professor of Emerging Media, UCF School of Visual Arts & Design; Creative Director, Limbitless Solutions.
Edward (E.J.) Hassenfratz —3D Artist and Educator, Creative Director @ School of Motion, Amateur Toy Artist, Pug Enthusiast, Dell Pro Precision Ambassador
Jonathan Winbush — Motion graphics and immersive artist; founder, Winbush Immersive; independent Unreal Engine educator.
Ken Ouellette — Designer, Adobe; background across CG features, series production, real-time, and mixed reality.
Alwyn Hunt (moderator) — Solutions Architect, 3D & Immersive, Adobe."
